"","lfdn","v_14","v_15","v_16","v_23","v_28","v_29","v_30","v_31","v_32","v_33","v_34","v_35","v_36","v_37","v_38","v_39","v_41","v_42","v_43","v_44","v_45","v_46","v_47","v_48","v_49","v_50","v_51","v_52","v_53","v_54","v_57","v_58","v_59","v_60","v_61","v_62","v_63","v_64","v_65","v_66","v_67","v_69","v_71","v_72","v_73","v_161","c_0031","c_0032","v_74","v_77","c_0013","v_173","v_174","v_175","v_176","v_167","v_182","v_183","v_184","v_185","v_186","v_187","v_96","v_99","v_100","v_101","v_102","v_103","v_104","v_105","v_106","v_107","v_108","v_111","v_112","v_113","v_114","v_115","v_116","v_117","v_118","v_119","v_120","v_121","v_124","v_125","v_126","v_127","v_128","v_129","v_130","v_131","v_132","v_133","v_134","v_135","v_140","v_142","v_144","v_145","v_146","v_147","v_148","v_149","v_150","v_151","v_152","v_153","v_154","v_155","v_156","v_157","date","education","casmin","eduyears","einwohner","city","qkm","distance_km","distance_km_raw"
"4118",4829,1,52,2,"9",2,NA,2,99,NA,1,NA,NA,NA,NA,NA,NA,2,2,3,3,1,1,1,4,3,2,3,3,4,2,3,2,2,3,2,1,3,3,6,0,NA,9,NA,8,5,8,"11","3",10,10,6,10,0,0,0,-5,1,1,3,3,5,5,2,6,2,5,2,5,0,7,5,0,12,NA,NA,NA,NA,NA,-66,NA,NA,NA,NA,-66,1,1,2,NA,1,NA,NA,-66,NA,NA,2,-66,5,7,0,2,0,-66,1,1,1,2,0,1,4000,0,NA,1,18698,5,5,0.277777777777778,4197,"29342 Wienhausen",40.44264,0.150684985418604,9.33963151250918
"4119",4830,1,67,2,"1",1,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,5,1,2,2,1,3,2,7,3,6,1,8,7,4,3,4,3,4,1,4,1,5,5,2,5,10,8,"11","3",10,10,7,10,0,7,0,0,1,1,3,1,2,4,1,5,1,6,2,6,2,10,0,0,13,NA,NA,NA,NA,NA,-66,NA,NA,NA,NA,-66,NA,1,2,NA,3,NA,NA,-66,NA,NA,1,35,5,5,0,1,-66,-66,1,1,1,2,0,1,2600,0,NA,2,18698,5,8,0.555555555555556,27255,"70469 Stuttgart",7.770747,0.0370363334479871,2.33098389234047
"4120",4831,1,70,1,"2",2,NA,1,2,NA,1,NA,NA,NA,NA,NA,NA,2,1,1,5,1,1,1,3,3,1,10,3,3,1,0,5,0,1,4,2,3,1,6,1,2,2,2,5,8,0,"11","8",10,10,2,10,0,2,0,-5,1,1,5,1,1,5,1,6,1,0,10,0,0,0,0,3,13,NA,NA,NA,NA,NA,-66,NA,NA,NA,NA,-66,NA,1,2,NA,2,NA,NA,-66,NA,NA,2,-66,3,1,1,1,-66,-66,1,1,1,2,0,1,1950,0,NA,2,18698,3,4,0.277777777777778,18045,"85757 Karlsfeld",15.537476,0.0152535122823679,0.987649720964213
"4121",4832,1,65,2,"10",2,NA,1,2,NA,1,NA,NA,NA,NA,NA,NA,2,1,1,5,1,1,1,3,5,1,5,3,3,1,5,8,4,4,4,3,3,1,4,1,3,3,2,10,10,5,"11","8",10,10,4,10,0,10,0,0,1,1,3,1,2,4,3,5,2,10,10,10,10,10,5,0,13,NA,NA,NA,NA,NA,-66,NA,NA,NA,NA,-66,NA,1,3,NA,NA,2,NA,-66,NA,NA,2,-66,3,2,4,3,0,-66,1,1,1,2,0,1,3400,0,NA,1,18698,3,4,0.277777777777778,18052,"59199 Bönen",37.745705,0.127999815938152,7.94065003463475
"4122",4833,1,51,2,"3",2,NA,2,1,2,1,NA,NA,NA,NA,NA,NA,2,3,2,5,1,1,4,1,1,1,2,3,3,1,3,0,4,3,3,4,4,1,1,1,7,7,1,10,3,10,"11","8",10,10,5,10,0,4,0,-5,1,1,1,1,2,4,1,6,2,0,0,5,10,5,0,0,1,2,NA,3,NA,NA,-66,NA,NA,2,2,-66,NA,NA,NA,NA,NA,NA,NA,-66,NA,NA,NA,-66,3,2,2,1,-66,-66,1,1,2,NA,0,0,-99,1,4,2,18698,3,4,0.277777777777778,17149,"12681 Berlin",8.9582,0.094543671027605,5.87742863832684
"4123",4834,1,68,1,"1",2,NA,1,2,NA,3,0,1,1,1,0,0,2,1,4,4,3,3,3,3,5,2,5,3,4,99,2,5,2,3,2,2,3,4,4,0,NA,5,3,7,6,2,"11","3",2,2,5,8,0,5,0,-1,2,1,2,2,2,3,4,1,2,6,5,6,6,6,6,0,13,NA,NA,NA,NA,NA,-66,NA,NA,NA,NA,-66,NA,1,2,NA,1,NA,NA,-66,NA,NA,2,-66,3,1,3,1,-66,-66,1,1,1,1,0,1,1100,0,NA,1,18698,3,4,0.277777777777778,9668,"75323 Bad Wildbad",105.123187,0.220883593848314,13.6687397014673
"4124",4835,1,38,1,"9",2,NA,1,2,NA,1,NA,NA,NA,NA,NA,NA,2,2,1,4,2,2,2,4,1,1,7,3,5,1,2,4,3,3,3,2,3,3,6,1,3,3,3,7,5,2,"11","8",7,10,3,9,2,7,0,-5,2,2,4,1,2,3,2,3,2,8,6,9,2,2,3,0,2,2,NA,1,NA,NA,-66,NA,NA,2,2,-66,NA,NA,NA,NA,NA,NA,NA,-66,NA,NA,NA,-66,3,7,2,4,1,1,1,1,1,2,0,1,2500,0,NA,2,18698,3,3,0.111111111111111,6736,"31199 Diekholzen",30.337222,0.137999123849597,8.5573016568203
"4125",4836,1,61,1,"10",2,NA,1,2,NA,1,NA,NA,NA,NA,NA,NA,2,1,1,4,1,2,2,3,2,1,7,2,4,1,2,4,2,3,2,1,2,2,6,1,3,3,3,4,3,4,"11","3",10,10,7,8,1,4,2,-3,2,2,3,3,3,3,2,4,2,7,7,9,5,5,5,0,2,2,NA,2,NA,NA,-66,NA,NA,2,2,-66,NA,NA,NA,NA,NA,NA,NA,-66,NA,NA,NA,-66,3,2,1,2,0,-66,1,1,1,2,1,1,3800,0,NA,2,18698,3,4,0.277777777777778,41112,"32657 Lemgo",100.906243,0.0310579449453111,1.96230007933267
"4126",4837,1,60,2,"3",2,NA,2,1,2,1,NA,NA,NA,NA,NA,NA,2,1,1,4,1,2,4,2,2,1,10,3,5,1,3,0,2,3,0,3,2,2,6,1,1,1,2,6,3,7,"11","3",10,10,5,8,0,0,0,-5,2,2,4,2,3,4,1,5,2,10,8,3,2,4,0,0,13,NA,NA,NA,NA,NA,-66,NA,NA,NA,NA,-66,NA,1,2,NA,3,NA,NA,-66,NA,NA,2,-66,3,2,2,1,-66,-66,1,1,1,2,0,1,2000,0,NA,99,18698,3,4,0.277777777777778,19441,"12247 Berlin Lankwitz",3.441584,0.0931519654967231,5.79160295110697
"4127",4838,1,68,2,"1",2,NA,1,99,NA,2,0,0,0,0,1,0,2,1,5,1,3,3,3,5,5,5,0,3,6,99,5,5,1,0,1,0,2,2,5,1,7,7,2,5,1,5,"11","3",0,0,8,5,0,5,1,0,2,2,2,4,4,3,4,1,2,0,0,0,8,0,1,5,13,NA,NA,NA,NA,NA,-66,NA,NA,NA,NA,-66,NA,1,2,NA,2,NA,NA,-66,NA,NA,1,5,3,3,0,1,-66,-66,1,1,1,2,0,1,1200,0,NA,2,18698,3,4,0.277777777777778,5101,"78479 Reichenau",12.703186,0.240805801614615,14.897330904519
"4128",4839,1,73,1,"13",2,NA,1,1,2,2,1,1,1,1,1,0,2,1,4,1,2,2,1,5,5,5,0,3,3,2,6,3,0,2,0,0,0,2,4,1,7,7,3,8,0,0,"11","3",0,0,5,5,0,5,0,2,1,1,1,1,3,3,4,0,2,0,0,1,2,1,0,0,13,NA,NA,NA,NA,NA,-66,NA,NA,NA,NA,-66,NA,1,2,NA,2,NA,NA,-66,NA,NA,2,-66,5,5,2,1,-66,-66,1,1,1,1,0,1,1500,0,NA,2,18698,5,8,0.555555555555556,7578,"04316 Leipzig",9.405256,0.142124803784995,8.81172998799203
"4129",4840,1,44,2,"2",2,NA,2,2,NA,1,NA,NA,NA,NA,NA,NA,2,3,1,5,1,2,2,1,3,1,5,2,6,2,1,2,2,3,2,2,2,2,6,1,5,5,1,8,5,5,"11","3",10,10,2,10,0,6,6,0,1,1,1,1,1,3,3,6,1,9,10,0,0,8,0,0,1,2,NA,2,NA,NA,-66,NA,NA,2,1,9,NA,NA,NA,NA,NA,NA,NA,-66,NA,NA,NA,-66,3,2,2,4,2,2,2,1,1,2,1,0,-99,1,4,2,18698,3,4,0.277777777777778,37700,"82110 Germering",21.596106,0.0759912241138682,4.73330980668522
"4130",4841,1,33,1,"11",2,NA,3,2,NA,1,NA,NA,NA,NA,NA,NA,2,2,2,5,1,2,2,3,3,2,5,3,5,2,2,6,3,3,3,1,2,1,3,1,5,5,3,7,10,8,"11","3",8,8,8,10,0,2,0,-3,1,1,1,1,4,3,2,1,2,4,1,9,8,10,1,0,1,2,NA,2,NA,NA,-66,NA,NA,2,1,7,NA,NA,NA,NA,NA,NA,NA,-66,NA,NA,NA,-66,5,5,0,2,0,-66,1,1,1,2,0,1,2300,0,NA,2,18698,5,8,0.555555555555556,3041,"67310 Hettenleidelheim",5.0596,0.171722197040846,10.6369843681272
"4131",4842,1,35,2,"2",2,NA,1,2,NA,2,1,0,1,1,1,0,2,1,4,1,4,4,5,5,5,4,0,1,7,2,3,4,0,2,1,0,3,1,3,1,7,9,NA,2,1,2,"11","3",0,0,1,0,0,0,0,0,3,1,1,3,3,3,4,0,2,0,0,0,3,0,0,6,12,NA,NA,NA,NA,NA,-66,NA,NA,NA,NA,-66,1,1,2,NA,2,NA,NA,-66,NA,NA,1,6,3,2,0,2,0,-66,1,1,1,2,0,1,3000,0,NA,2,18698,3,4,0.277777777777778,23739,"81735 München",3.689069,0.0857122121625768,5.33279760149764
"4132",4843,1,62,2,"10",2,NA,3,99,NA,1,NA,NA,NA,NA,NA,NA,2,2,2,3,1,2,2,3,1,1,6,3,4,1,1,2,2,3,1,3,2,2,3,1,3,3,3,7,10,7,"11","3",8,7,4,10,0,1,0,-5,1,1,3,1,3,4,1,4,1,0,0,8,7,6,0,0,12,NA,NA,NA,NA,NA,-66,NA,NA,NA,NA,-66,2,1,2,NA,2,NA,NA,-66,NA,NA,2,-66,4,2,0,1,-66,-66,1,1,1,2,0,1,436,0,NA,2,18698,4,6,0.388888888888889,19859,"40627 Düsseldorf",11.069734,0.0728646265954741,4.54049431898208
"4133",4844,1,61,1,"2",1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,5,1,1,1,4,1,1,3,3,5,1,2,7,3,3,4,2,4,1,5,1,5,5,2,8,10,7,"11","3",10,10,5,10,0,5,0,-5,1,1,3,1,2,3,1,6,2,9,10,5,2,10,1,0,2,2,NA,2,NA,NA,-66,NA,NA,1,1,4,NA,NA,NA,NA,NA,NA,NA,-66,NA,NA,NA,-66,4,3,4,4,0,-66,1,1,1,2,0,1,5000,0,NA,1,18698,4,6,0.388888888888889,1979,"86505 Münsterhausen",18.496855,0.163440832853745,10.1262773566909
"4134",4845,1,54,2,"12",2,NA,1,2,NA,1,NA,NA,NA,NA,NA,NA,2,1,1,1,1,1,1,5,1,1,0,3,4,1,0,0,0,2,0,0,0,2,5,1,5,5,2,10,0,0,"3","11",0,0,6,10,0,10,0,2,1,1,1,1,3,3,4,6,2,0,0,8,8,9,0,0,1,2,NA,2,NA,NA,-66,NA,NA,2,2,-66,NA,NA,NA,NA,NA,NA,NA,-66,NA,NA,NA,-66,3,2,1,1,-66,-66,1,1,1,2,0,0,-99,1,3,1,18698,3,4,0.277777777777778,34520,"66740 Saarlouis",43.63682,0.0179375874488536,1.1531751073349
"4135",4846,1,60,2,"10",2,NA,2,2,NA,1,NA,NA,NA,NA,NA,NA,2,1,1,4,1,1,3,2,3,1,5,2,6,1,1,8,3,3,3,2,3,3,6,1,1,1,2,5,7,7,"3","11",10,10,3,8,0,6,0,-3,1,2,4,1,2,3,1,6,2,9,8,2,1,8,8,0,1,4,NA,NA,NA,1,0,0,NA,2,2,-66,NA,NA,NA,NA,NA,NA,NA,-66,NA,NA,NA,-66,4,2,4,1,-66,-66,1,1,1,2,0,1,1050,0,NA,99,18698,4,6,0.388888888888889,13003,"59955 Winterberg",147.913791,0.269171031781241,16.6465984889182
"4136",4847,1,68,2,"6",2,NA,1,1,2,1,NA,NA,NA,NA,NA,NA,2,1,2,5,1,1,1,2,4,1,9,2,4,1,5,7,4,4,4,3,3,1,7,1,1,1,2,9,8,1,"11","3",10,10,8,10,1,6,2,-4,1,2,2,1,2,3,3,5,2,9,8,6,5,6,7,5,13,NA,NA,NA,NA,NA,-66,NA,NA,NA,NA,-66,NA,1,2,NA,2,NA,NA,-66,NA,NA,2,-66,4,5,1,3,0,-66,1,2,2,NA,0,1,5000,0,NA,2,18698,4,7,0.444444444444444,18415,"22761 Hamburg",3.700319,0.062605678392454,3.90783082793495
"4137",4848,1,68,1,"2",2,NA,1,2,NA,1,NA,NA,NA,NA,NA,NA,2,1,1,2,2,2,3,4,3,1,10,3,4,1,2,2,2,3,2,1,2,2,6,0,NA,9,NA,5,0,2,"11","3",6,5,2,9,6,7,0,-5,2,3,3,2,2,3,2,5,1,6,6,3,2,0,3,0,13,NA,NA,NA,NA,NA,-66,NA,NA,NA,NA,-66,NA,1,2,NA,2,NA,NA,-66,NA,NA,2,-66,2,1,1,2,0,-66,1,1,1,1,0,1,2700,0,NA,1,18698,2,2,0.222222222222222,26077,"86199 Augsburg",41.293187,0.0726373653612261,4.52647924813918
"4138",4849,1,54,1,"1",2,NA,1,2,NA,2,1,1,1,1,1,0,2,1,3,1,5,4,5,5,5,2,0,3,6,1,0,1,0,0,0,0,0,2,7,1,1,4,1,5,0,3,"11","3",0,0,2,0,0,0,0,0,1,1,1,1,4,3,4,0,2,0,0,0,0,0,0,10,1,2,NA,2,NA,NA,-66,NA,NA,2,2,-66,NA,NA,NA,NA,NA,NA,NA,-66,NA,NA,NA,-66,3,2,0,2,0,-66,1,1,1,2,1,1,3900,0,NA,2,18698,3,4,0.277777777777778,17680,"71642 Ludwigsburg",20.387156,0.0998104982004458,6.20223086950785
"4139",4850,1,52,1,"1",2,NA,2,2,NA,1,NA,NA,NA,NA,NA,NA,2,3,1,5,1,1,3,2,5,3,4,3,3,1,7,8,3,3,3,2,2,1,3,1,5,5,1,8,8,7,"11","3",10,10,3,10,0,8,0,-2,1,3,3,1,4,3,1,4,2,3,3,4,3,9,0,0,2,4,NA,NA,NA,1,0,0,NA,2,2,-66,NA,NA,NA,NA,NA,NA,NA,-66,NA,NA,NA,-66,5,5,2,2,0,-66,1,1,1,2,0,0,-99,1,6,2,18698,5,8,0.555555555555556,32296,"69126 Heidelberg",12.027798,0.0705690750767794,4.39892896462457
"4140",4851,1,44,2,"1",2,NA,3,2,NA,1,NA,NA,NA,NA,NA,NA,2,2,1,3,2,3,4,2,3,1,4,3,7,2,7,3,2,2,1,1,3,1,6,1,4,4,3,9,1,5,"11","3",2,2,5,10,0,3,0,-4,1,1,1,1,2,3,3,0,2,1,1,4,1,5,8,8,1,1,3,NA,NA,NA,-66,NA,NA,2,2,-66,NA,NA,NA,NA,NA,NA,NA,-66,NA,NA,NA,-66,3,2,0,2,0,-66,1,1,1,1,1,1,3000,0,NA,99,18698,3,4,0.277777777777778,36710,"74523 Schwäbisch Hall",108.648892,0.145665224245414,9.03006570077049
"4141",4852,1,63,1,"10",2,NA,1,2,NA,1,NA,NA,NA,NA,NA,NA,2,1,1,5,1,2,1,3,3,1,7,3,4,1,5,7,3,3,3,3,3,2,5,1,1,9,NA,7,7,7,"11","3",10,10,4,10,0,10,0,4,1,1,2,1,3,2,1,5,2,7,5,5,4,10,5,0,13,NA,NA,NA,NA,NA,-66,NA,NA,NA,NA,-66,NA,1,2,NA,2,NA,NA,-66,NA,NA,2,-66,3,2,2,2,0,-66,1,1,1,2,0,1,2600,0,NA,2,18698,3,4,0.277777777777778,25195,"47809 Krefeld",23.394797,0.0712231358852278,4.43926452205611
"4142",4853,1,54,2,"10",2,NA,1,2,NA,1,NA,NA,NA,NA,NA,NA,2,2,1,4,1,1,3,3,3,1,5,2,4,2,5,4,2,3,2,2,2,1,9,0,NA,9,NA,7,5,2,"11","3",9,9,6,10,1,8,1,-3,1,2,3,2,2,3,3,1,2,5,5,9,10,10,6,5,1,4,NA,NA,NA,1,0,0,NA,2,2,-66,NA,NA,NA,NA,NA,NA,NA,-66,NA,NA,NA,-66,5,7,0,2,0,-66,1,1,1,2,0,1,4950,0,NA,2,18698,5,5,0.277777777777778,18238,"58762 Altena",44.396356,0.127326994569958,7.89915752417178
"4143",4854,1,53,2,"13",2,NA,1,2,NA,1,NA,NA,NA,NA,NA,NA,2,1,1,5,1,1,1,5,2,1,10,3,6,2,5,8,2,3,3,3,3,1,4,1,5,5,2,8,1,6,"11","3",10,10,1,10,0,10,0,-5,1,1,2,1,3,3,2,6,1,0,6,5,8,8,6,0,1,1,4,NA,NA,NA,-66,NA,NA,2,1,4,NA,NA,NA,NA,NA,NA,NA,-66,NA,NA,NA,-66,5,2,2,1,-66,-66,1,1,1,1,0,1,2450,0,NA,2,18698,5,6,0.388888888888889,5427,"02785 Olbersdorf",15.202529,0.418425601111357,25.8510427475732
"4144",4855,1,72,2,"15",2,NA,3,1,2,1,NA,NA,NA,NA,NA,NA,2,3,1,5,1,1,3,1,4,1,10,3,5,99,2,0,3,1,3,0,3,2,6,1,1,1,2,4,0,2,"11","3",10,10,6,10,8,0,0,-5,1,2,4,2,1,4,2,6,1,8,10,0,0,0,0,0,13,NA,NA,NA,NA,NA,-66,NA,NA,NA,NA,-66,NA,1,3,NA,NA,3,NA,-66,NA,NA,2,-66,4,4,3,2,0,-66,1,1,1,2,0,1,3300,0,NA,1,18698,4,7,0.444444444444444,10717,"23714 Malente, Kirchnüchel",78.355743,0.102907293495538,6.39320847107859
"4145",4856,1,37,1,"1",2,NA,3,2,NA,2,1,1,1,1,0,0,2,1,1,2,1,1,1,3,3,1,5,2,6,99,3,5,1,1,1,1,1,4,6,1,1,1,3,5,5,4,"3","11",0,5,4,9,0,7,0,0,1,1,1,1,3,3,4,5,2,5,5,4,4,2,2,0,1,2,NA,4,NA,NA,-66,NA,NA,2,1,3,NA,NA,NA,NA,NA,NA,NA,-66,NA,NA,NA,-66,6,6,0,3,0,-66,1,1,1,2,1,0,-99,1,6,4,18698,6,NA,NA,25574,"75181 Pforzheim",47.151553,0.0583790253974363,3.64717554570188
"4146",4859,1,32,2,"10",2,NA,1,2,NA,3,0,1,0,0,0,0,2,1,1,3,2,3,3,4,5,2,7,2,5,2,7,0,1,2,2,1,2,1,8,1,1,1,3,3,8,4,"11","3",6,6,8,9,0,7,0,0,1,1,1,2,3,3,4,1,2,8,9,7,0,0,5,0,12,NA,NA,NA,NA,NA,-66,NA,NA,NA,NA,-66,1,1,2,NA,2,NA,NA,-66,NA,NA,2,-66,4,3,0,1,-66,-66,1,2,2,NA,1,1,1400,0,NA,3,18698,4,6,0.388888888888889,27310,"59075 Hamm",31.605889,0.10143930392357,6.3026783905048
"4147",4860,1,50,1,"1",2,NA,1,2,NA,1,NA,NA,NA,NA,NA,NA,2,2,3,5,1,2,2,3,3,1,4,2,5,2,5,4,2,4,3,2,2,2,5,1,3,5,1,10,10,8,"11","3",10,10,3,10,0,8,0,-2,1,1,4,1,2,4,1,6,2,2,2,9,6,10,2,0,1,2,NA,3,NA,NA,-66,NA,NA,2,2,-66,NA,NA,NA,NA,NA,NA,NA,-66,NA,NA,NA,-66,5,6,1,2,1,1,1,1,1,2,0,1,2100,0,NA,2,18698,5,8,0.555555555555556,9314,"73655 Plüderhausen",29.373516,0.19350383681779,11.9802456839368
"4148",4861,1,51,2,"4",1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,3,2,2,3,3,2,2,7,2,5,1,2,3,1,2,2,1,3,3,5,1,4,9,NA,1,4,0,"11","3",10,10,1,10,0,2,0,-1,2,2,3,3,3,3,2,1,2,5,2,5,3,0,3,7,1,2,NA,1,NA,NA,-66,NA,NA,2,2,-66,NA,NA,NA,NA,NA,NA,NA,-66,NA,NA,NA,-66,2,2,3,1,-66,-66,1,1,1,1,0,1,1200,0,NA,99,18698,2,2,0.222222222222222,26761,"14641 Nauen",386.370322,0.308209130464612,19.054055794297
"4149",4862,1,42,1,"10",2,NA,4,1,1,3,1,0,0,1,0,0,2,2,2,3,1,1,1,4,4,2,3,3,6,2,3,2,1,1,1,1,1,2,6,1,3,3,2,8,6,3,"11","3",5,5,7,8,8,6,0,-3,1,1,5,5,5,5,3,6,2,3,0,10,0,3,1,0,2,2,NA,2,NA,NA,-66,NA,NA,1,2,-66,NA,NA,NA,NA,NA,NA,NA,-66,NA,NA,NA,-66,3,1,2,4,1,1,1,1,1,2,0,1,5500,0,NA,2,18698,3,4,0.277777777777778,16368,"44329 Dortmund",18.629607,0.155014281164945,9.6066167147397
"4150",4863,1,67,1,"3",2,NA,3,1,1,1,NA,NA,NA,NA,NA,NA,2,2,1,3,1,1,1,4,1,1,5,3,2,1,0,0,2,3,2,1,2,1,4,1,3,3,2,5,7,7,"11","3",7,7,6,3,2,9,0,0,2,1,3,2,3,4,2,6,1,0,0,10,7,5,5,0,13,NA,NA,NA,NA,NA,-66,NA,NA,NA,NA,-66,NA,1,2,NA,3,NA,NA,-66,NA,NA,1,7,5,6,1,1,-66,-66,2,1,1,2,0,0,-99,1,4,99,18698,5,8,0.555555555555556,13881,"12205 Berlin Lichtenfelde",3.067292,0.132748849161287,8.23352020793017
"4151",4864,1,64,2,"10",2,NA,3,2,NA,1,NA,NA,NA,NA,NA,NA,2,2,1,4,1,1,2,2,3,1,2,3,6,1,7,8,3,2,3,2,2,1,5,1,3,5,2,8,5,6,"11","3",5,5,2,9,1,2,2,-5,2,2,2,2,2,4,2,5,2,6,4,6,0,8,3,0,2,2,NA,3,NA,NA,-66,NA,NA,2,1,15,NA,NA,NA,NA,NA,NA,NA,-66,NA,NA,NA,-66,5,5,3,2,0,-66,1,1,1,2,0,1,3000,0,NA,1,18698,5,8,0.555555555555556,13833,"47229 Duisburg",12.169708,0.0927639418553262,5.76767375420326
"4152",4866,1,46,2,"13",2,NA,3,2,NA,1,NA,NA,NA,NA,NA,NA,2,2,1,4,1,1,3,2,5,2,5,2,6,2,5,8,3,3,3,3,3,2,6,1,1,1,2,8,9,5,"11","3",9,9,4,10,0,1,0,-5,1,2,3,2,2,4,3,4,2,9,9,3,2,2,5,0,1,1,3,NA,NA,NA,-66,NA,NA,2,2,-66,NA,NA,NA,NA,NA,NA,NA,-66,NA,NA,NA,-66,4,2,0,1,-66,-66,1,1,1,1,0,1,2000,0,NA,1,18698,4,6,0.388888888888889,41947,"01796 Pirna, Struppen, Dohma",93.505459,0.0713482857847844,4.44698244506252
"4153",4867,1,60,2,"10",2,NA,1,2,NA,1,NA,NA,NA,NA,NA,NA,2,1,1,5,1,2,1,5,1,1,10,1,5,1,4,6,0,2,0,1,0,1,6,1,3,3,3,2,0,3,"11","3",10,10,4,7,0,7,0,0,1,1,1,1,1,1,2,0,2,0,3,5,5,5,5,0,6,NA,NA,NA,NA,NA,-66,NA,NA,NA,NA,-66,NA,1,4,NA,NA,NA,1,0,0,NA,NA,-66,5,3,1,3,0,-66,1,1,1,2,0,1,450,0,NA,2,18698,5,6,0.388888888888889,12386,"41472 Neuss",19.015676,0.0860753325104629,5.35519102647822
"4154",4868,1,47,2,"10",2,NA,1,2,NA,2,1,1,1,1,1,0,2,1,1,1,3,3,5,5,5,5,10,3,6,2,7,4,0,0,0,0,0,1,7,1,4,4,1,4,0,0,"11","3",0,0,3,0,0,0,0,0,1,1,1,1,3,3,4,0,2,0,0,0,5,6,0,10,1,2,NA,4,NA,NA,-66,NA,NA,2,1,500,NA,NA,NA,NA,NA,NA,NA,-66,NA,NA,NA,-66,4,6,2,4,2,0,1,1,1,2,0,0,-99,1,6,3,18698,4,7,0.444444444444444,16342,"45145 Essen",2.0684,0.036334486987525,2.28770142097325
"4155",4869,1,54,1,"10",1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,4,2,2,2,2,2,1,5,3,5,2,3,7,3,3,3,2,2,2,3,1,5,5,2,5,7,8,"11","3",10,10,1,9,0,6,0,-1,2,1,2,2,5,3,2,4,2,5,2,8,8,9,3,0,2,2,NA,1,NA,NA,-66,NA,NA,2,2,-66,NA,NA,NA,NA,NA,NA,NA,-66,NA,NA,NA,-66,5,5,2,2,0,-66,1,1,1,1,0,1,2600,0,NA,2,18698,5,8,0.555555555555556,37062,"48231 Warendorf",176.706409,0.188377728449425,11.6641215012588
"4156",4871,1,24,1,"16",2,NA,3,2,NA,2,1,1,1,1,1,0,2,2,2,1,3,4,1,5,5,5,5,2,6,2,8,1,0,2,0,0,1,3,6,1,9,9,NA,5,4,4,"11","3",0,0,6,2,0,2,0,0,3,1,1,4,5,5,4,1,2,0,0,1,4,5,2,4,11,NA,NA,NA,NA,NA,-66,NA,NA,NA,NA,-66,NA,1,2,NA,2,NA,NA,-66,NA,NA,1,5,5,2,1,3,1,1,1,1,1,1,0,1,3000,0,NA,2,18698,5,6,0.388888888888889,20926,"36433 Bad Salzungen",102.151083,0.290990161697964,17.9921718002895
"4157",4872,1,63,2,"10",2,NA,1,2,NA,1,NA,NA,NA,NA,NA,NA,2,1,1,3,3,3,5,1,1,1,5,3,5,2,5,5,0,1,0,1,2,3,5,0,NA,9,NA,5,5,5,"11","3",10,7,8,10,0,7,0,-3,2,2,3,2,3,3,2,0,2,5,0,8,3,5,7,1,13,NA,NA,NA,NA,NA,-66,NA,NA,NA,NA,-66,NA,1,2,NA,3,NA,NA,-66,NA,NA,1,9,3,2,1,2,0,-66,1,1,1,2,0,1,2400,0,NA,2,18698,3,4,0.277777777777778,22186,"44575 Castrop-Rauxel",9.470147,0.0667902536464256,4.16589119984986
"4158",4873,1,67,1,"2",2,NA,1,1,2,1,NA,NA,NA,NA,NA,NA,2,3,1,5,1,1,1,3,5,1,10,2,6,2,0,4,3,4,4,3,4,2,8,1,2,2,2,5,4,4,"11","3",10,10,3,10,0,1,0,-5,1,1,2,1,1,2,1,6,2,10,10,0,0,0,0,0,13,NA,NA,NA,NA,NA,-66,NA,NA,NA,NA,-66,NA,1,3,NA,NA,2,NA,-66,NA,NA,1,3,4,2,2,3,0,-66,1,1,1,2,1,1,5000,0,NA,2,18698,4,6,0.388888888888889,7502,"63796 Kahl am Main",10.617263,0.156849423392897,9.71978889043725
"4159",4874,1,56,2,"6",2,NA,1,2,NA,1,NA,NA,NA,NA,NA,NA,2,1,1,3,1,1,1,5,5,1,10,3,6,2,9,5,2,3,2,2,3,2,6,1,9,9,NA,5,0,0,"11","3",10,10,7,10,0,5,0,-5,2,3,3,3,3,3,2,6,1,5,5,5,10,10,5,5,1,2,NA,3,NA,NA,-66,NA,NA,2,2,-66,NA,NA,NA,NA,NA,NA,NA,-66,NA,NA,NA,-66,5,5,1,3,1,0,1,1,1,2,0,0,-99,1,4,1,18698,5,8,0.555555555555556,10684,"20144 Hamburg",0.906805,0.0215183078834506,1.37399609656156
"4160",4875,1,68,2,"7",2,NA,2,1,2,1,NA,NA,NA,NA,NA,NA,2,1,1,3,2,2,2,3,3,2,5,1,5,2,7,7,2,3,2,2,3,2,4,1,9,3,3,8,9,5,"11","3",10,10,8,10,0,0,0,-5,1,1,4,2,3,3,2,5,2,5,0,7,7,7,2,0,13,NA,NA,NA,NA,NA,-66,NA,NA,NA,NA,-66,NA,1,2,NA,3,NA,NA,-66,NA,NA,1,5,4,5,2,2,0,-66,1,1,1,2,0,1,2200,0,NA,1,18698,4,7,0.444444444444444,5428,"60311 Frankfurt am Main",1.014941,0.0361219860185091,2.27459660727813
