"","lfdn","v_14","v_15","v_16","v_23","v_28","v_29","v_30","v_31","v_32","v_33","v_34","v_35","v_36","v_37","v_38","v_39","v_41","v_42","v_43","v_44","v_45","v_46","v_47","v_48","v_49","v_50","v_51","v_52","v_53","v_54","v_57","v_58","v_59","v_60","v_61","v_62","v_63","v_64","v_65","v_66","v_67","v_69","v_71","v_72","v_73","v_161","c_0031","c_0032","v_74","v_77","c_0013","v_173","v_174","v_175","v_176","v_167","v_182","v_183","v_184","v_185","v_186","v_187","v_96","v_99","v_100","v_101","v_102","v_103","v_104","v_105","v_106","v_107","v_108","v_111","v_112","v_113","v_114","v_115","v_116","v_117","v_118","v_119","v_120","v_121","v_124","v_125","v_126","v_127","v_128","v_129","v_130","v_131","v_132","v_133","v_134","v_135","v_140","v_142","v_144","v_145","v_146","v_147","v_148","v_149","v_150","v_151","v_152","v_153","v_154","v_155","v_156","v_157","date","education","casmin","eduyears","einwohner","city","qkm","distance_km","distance_km_raw"
"15243",17890,1,41,1,"11",1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,5,3,1,1,1,3,4,1,10,2,4,1,2,0,0,2,0,1,4,3,8,1,4,4,3,8,3,4,"8","4",10,10,1,10,0,10,6,-5,1,1,1,1,1,5,1,6,2,1,1,1,0,0,1,10,1,2,NA,2,NA,NA,-66,NA,NA,1,2,-66,NA,NA,NA,NA,NA,NA,NA,-66,NA,NA,NA,-66,3,2,0,2,0,-66,1,1,1,2,0,1,3800,0,NA,1,18705,3,4,0.277777777777778,32492,"67063 Ludwigshafen am Rhein",15.055715,0.0672714776418913,4.19556800949175
"15244",17891,1,52,1,"2",2,NA,1,2,NA,2,1,1,1,1,0,0,2,2,1,2,1,1,2,5,5,3,0,2,7,2,3,7,0,0,0,0,0,3,6,1,5,5,2,9,4,10,"8","4",0,0,5,8,8,6,0,-5,2,1,1,1,4,2,4,1,2,2,1,0,0,10,0,0,1,4,NA,NA,NA,1,1,0,NA,2,2,-66,NA,NA,NA,NA,NA,NA,NA,-66,NA,NA,NA,-66,5,5,2,3,0,-66,1,1,1,2,0,0,-99,1,5,2,18705,5,8,0.555555555555556,23040,"82538 Geretsried",28.925317,0.0842749486313923,5.24416237835399
"15245",17892,1,58,1,"11",2,NA,1,99,NA,3,0,0,1,1,0,0,2,1,1,3,1,1,5,3,1,1,0,1,5,1,0,0,3,3,3,3,3,2,4,1,3,3,2,0,0,5,"8","4",7,7,7,10,0,0,0,-5,1,2,1,3,2,1,4,1,2,0,0,10,0,0,0,0,12,NA,NA,NA,NA,NA,-66,NA,NA,NA,NA,-66,2,1,2,NA,2,NA,NA,-66,NA,NA,2,-66,5,1,0,2,0,-66,1,1,1,2,0,1,3000,0,NA,99,18705,5,6,0.388888888888889,1636,"67319 Wattenheim",12.455281,0.190501551935353,11.795096485671
"15246",17893,1,69,1,"2",1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,4,3,2,3,2,1,1,10,5,7,2,7,5,2,2,3,0,1,2,6,1,2,2,3,5,3,6,"8","4",10,10,2,10,0,0,0,4,2,2,2,1,2,3,1,5,2,9,10,0,0,2,2,0,2,2,NA,2,NA,NA,-66,NA,NA,2,1,2,NA,NA,NA,NA,NA,NA,NA,-66,NA,NA,NA,-66,3,1,2,1,-66,-66,1,1,1,2,0,1,3000,0,NA,1,18705,3,4,0.277777777777778,1717,"96190 Untermerzbach",27.759234,0.201694784447533,12.4853767577922
"15247",17894,1,67,2,"9",2,NA,1,2,NA,1,NA,NA,NA,NA,NA,NA,2,1,1,1,1,3,3,5,5,2,10,1,5,99,5,2,0,0,1,0,1,2,8,1,9,8,1,2,3,0,"8","4",8,5,5,4,0,5,0,0,3,3,1,4,5,2,3,1,2,3,3,3,0,0,6,7,2,4,NA,NA,NA,1,0,0,NA,2,2,-66,NA,NA,NA,NA,NA,NA,NA,-66,NA,NA,NA,-66,5,7,2,2,0,-66,1,1,1,2,1,0,-99,1,3,2,18705,5,5,0.277777777777778,38878,"30880 Laatzen",34.130213,0.071728786674008,4.47044771812549
"15248",17895,1,39,1,"3",1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,4,4,1,3,1,2,1,1,8,3,6,2,6,5,1,4,1,2,3,1,5,1,3,9,NA,10,7,8,"8","4",10,10,5,8,0,8,0,0,1,2,3,1,3,3,1,6,1,2,0,8,5,8,0,0,1,2,NA,2,NA,NA,-66,NA,NA,2,2,-66,NA,NA,NA,NA,NA,NA,NA,-66,NA,NA,NA,-66,5,5,0,1,-66,-66,1,1,1,1,0,1,2800,0,NA,2,18705,5,8,0.555555555555556,16312,"10557 Berlin Moabit",3.787171,0.0271709908161519,1.72259383262699
"15249",17896,1,62,2,"9",2,NA,2,2,NA,1,NA,NA,NA,NA,NA,NA,2,2,1,3,1,2,1,3,5,1,8,3,6,2,8,7,1,2,2,1,2,1,6,1,6,6,3,7,4,4,"8","4",10,10,6,10,0,6,0,-4,1,2,5,2,5,5,1,6,2,7,6,5,0,9,9,0,1,2,NA,3,NA,NA,-66,NA,NA,2,1,10,NA,NA,NA,NA,NA,NA,NA,-66,NA,NA,NA,-66,4,4,3,3,0,-66,1,1,1,2,0,1,7100,0,NA,3,18705,4,7,0.444444444444444,23917,"26316 Varel",114.477526,0.243594290233523,15.0692954090151
"15250",17897,1,40,2,"2",2,NA,4,2,NA,2,0,0,0,0,1,0,2,3,5,2,1,1,1,5,5,1,0,4,7,2,5,5,2,3,2,0,2,2,2,2,NA,5,2,7,3,10,"8","4",0,0,8,0,0,0,0,0,1,1,1,1,4,4,4,1,2,0,0,4,10,10,10,0,1,2,NA,4,NA,NA,-66,NA,NA,2,1,40,NA,NA,NA,NA,NA,NA,NA,-66,NA,NA,NA,-66,6,6,0,1,-66,-66,3,NA,2,NA,1,0,-99,1,6,1,18705,6,NA,NA,22612,"81673 München",2.827438,0.0816975213969929,5.08521390919659
"15251",17898,1,62,1,"8",2,NA,2,99,NA,1,NA,NA,NA,NA,NA,NA,2,1,1,5,1,1,2,1,1,1,10,3,3,1,0,5,3,3,4,3,4,1,1,1,7,7,1,7,4,8,"8","4",10,10,5,9,0,3,0,-4,1,1,4,1,1,4,1,5,2,2,2,9,10,6,2,0,1,2,NA,2,NA,NA,-66,NA,NA,2,2,-66,NA,NA,NA,NA,NA,NA,NA,-66,NA,NA,NA,-66,3,2,2,2,0,-66,1,1,1,1,0,1,2500,0,NA,2,18705,3,4,0.277777777777778,13107,"17389 Anklam",56.355432,0.563744349678838,34.8127671820759
"15252",17901,1,71,1,"10",2,NA,1,1,2,1,NA,NA,NA,NA,NA,NA,2,1,1,5,2,2,3,5,5,1,5,3,3,1,7,6,3,3,2,3,3,1,3,1,5,5,1,9,2,8,"4","7",10,10,3,10,0,7,0,0,1,1,1,1,2,4,3,5,2,0,0,5,5,10,0,0,13,NA,NA,NA,NA,NA,-66,NA,NA,NA,NA,-66,NA,1,2,NA,2,NA,NA,-66,NA,NA,2,-66,3,1,1,1,-66,-66,1,1,1,2,0,1,2100,0,NA,3,18705,3,4,0.277777777777778,19053,"45886 Gelsenkirchen",6.242289,0.112453979602608,6.98194716445187
"15253",17902,1,55,1,"10",2,NA,4,2,NA,3,0,0,0,1,0,1,2,3,1,4,1,1,3,1,4,1,5,3,5,1,1,0,1,2,1,2,2,2,6,1,6,6,2,3,2,7,"8","4",1,1,3,9,1,5,0,0,2,2,2,2,3,3,3,1,2,8,3,8,0,1,10,0,2,2,NA,1,NA,NA,-66,NA,NA,2,2,-66,NA,NA,NA,NA,NA,NA,NA,-66,NA,NA,NA,-66,3,2,0,2,0,-66,1,1,1,2,0,1,4000,0,NA,1,18705,3,4,0.277777777777778,28375,"51107 Köln",22.556501,0.122960480134914,7.62987706661285
"15254",17903,1,33,1,"14",2,NA,2,1,2,2,0,0,0,0,0,1,2,2,5,3,1,2,3,5,4,1,5,2,7,2,6,7,1,1,1,0,1,3,6,1,6,6,3,6,5,8,"8","4",1,10,5,10,7,10,0,-2,2,2,1,2,3,4,4,1,2,4,0,4,2,5,5,0,2,2,NA,2,NA,NA,-66,NA,NA,2,2,-66,NA,NA,NA,NA,NA,NA,NA,-66,NA,NA,NA,-66,4,2,2,3,2,2,1,1,1,1,1,1,2200,0,NA,1,18705,4,6,0.388888888888889,14595,"06749 Bitterfeld-Wolfen",27.476328,0.0945239485829991,5.87621236640409
"15255",17904,1,34,1,"7",2,NA,1,2,NA,1,NA,NA,NA,NA,NA,NA,2,1,4,5,1,2,1,3,3,1,3,3,5,2,3,4,2,3,2,2,3,1,1,1,7,7,2,5,7,10,"8","4",10,10,4,8,0,5,0,0,1,1,2,2,4,3,2,6,2,3,3,5,10,8,2,0,11,NA,NA,NA,NA,NA,-66,NA,NA,NA,NA,-66,NA,1,2,NA,2,NA,NA,-66,NA,NA,1,3,3,2,3,4,3,3,1,1,2,NA,0,1,2000,0,NA,1,18705,3,4,0.277777777777778,15793,"65201 Wiesbaden",20.002897,0.0760077826466568,4.73433096196872
"15256",17905,1,73,2,"8",2,NA,1,1,2,1,NA,NA,NA,NA,NA,NA,2,1,1,3,2,2,2,4,3,1,1,2,6,1,7,7,2,3,2,2,3,2,3,1,7,7,3,5,2,8,"8","4",10,10,4,10,0,8,0,-2,1,1,3,1,2,5,2,4,2,0,0,2,8,2,0,0,13,NA,NA,NA,NA,NA,-66,NA,NA,NA,NA,-66,NA,1,4,NA,NA,NA,1,0,0,NA,NA,-66,4,4,3,2,0,-66,1,1,1,2,0,1,1500,0,NA,2,18705,4,7,0.444444444444444,3769,"18249 Bernitt, Qualitz, Warnow, Zernin u.a.",156.088095,0.445349394341886,27.5114177373253
"15257",17906,1,57,1,"7",2,NA,2,2,NA,1,NA,NA,NA,NA,NA,NA,2,3,1,5,1,3,5,1,1,1,10,2,4,1,0,0,2,4,2,2,0,3,6,1,1,1,2,0,0,0,"8","4",10,10,1,10,0,10,0,-5,1,1,1,1,3,3,1,6,2,10,10,0,0,0,0,0,1,2,NA,1,NA,NA,-66,NA,NA,2,2,-66,NA,NA,NA,NA,NA,NA,NA,-66,NA,NA,NA,-66,2,2,1,3,0,-66,1,1,1,2,1,1,3500,0,NA,4,18705,2,2,0.222222222222222,12631,"65474 Bischofsheim",8.953532,0.15511100631701,9.61258169976216
"15258",17907,1,55,1,"7",2,NA,1,2,NA,1,NA,NA,NA,NA,NA,NA,2,1,1,5,1,1,4,1,1,1,10,1,3,1,5,3,1,4,3,1,2,2,6,1,6,6,2,7,3,5,"8","4",10,10,7,10,0,5,0,-5,1,1,2,3,4,4,1,6,1,3,1,1,0,6,10,0,12,NA,NA,NA,NA,NA,-66,NA,NA,NA,NA,-66,1,1,2,NA,2,NA,NA,-66,NA,NA,2,-66,5,3,1,3,1,1,1,1,1,2,1,1,2500,0,NA,2,18705,5,6,0.388888888888889,5954,"64859 Eppertshausen",12.864102,0.209004857281982,12.9361847848655
"15259",17909,1,47,1,"2",2,NA,2,2,NA,1,NA,NA,NA,NA,NA,NA,2,2,1,3,1,3,4,2,3,3,10,3,6,2,6,5,2,2,3,2,2,1,6,1,6,6,2,3,5,1,"8","4",10,9,2,8,2,4,7,-3,3,1,1,3,4,3,1,6,1,4,3,3,2,3,9,5,1,4,NA,NA,NA,0,-99,1,1,2,1,3,NA,NA,NA,NA,NA,NA,NA,-66,NA,NA,NA,-66,5,5,0,2,0,-66,1,1,1,2,0,1,8500,0,NA,1,18705,5,8,0.555555555555556,14027,"84048 Mainburg",61.612465,0.179803618823365,11.1353610453822
"15260",17910,1,54,1,"10",2,NA,2,2,NA,1,NA,NA,NA,NA,NA,NA,2,2,1,4,1,1,3,5,5,1,4,2,6,2,3,4,2,3,2,1,3,2,4,1,3,9,NA,8,3,2,"8","4",10,10,1,10,3,4,2,-5,1,2,4,1,2,4,2,6,2,1,1,7,5,10,3,5,1,3,NA,NA,2,NA,-66,NA,NA,1,2,-66,NA,NA,NA,NA,NA,NA,NA,-66,NA,NA,NA,-66,3,1,3,4,0,-66,1,1,1,2,0,1,4800,0,NA,2,18705,3,4,0.277777777777778,23554,"53340 Meckenheim",34.836525,0.0610375400671632,3.81112463079954
"15261",17911,1,54,1,"8",2,NA,3,2,NA,3,0,1,1,1,0,0,2,2,1,5,1,1,1,5,5,1,5,2,6,2,3,2,3,3,3,2,2,3,6,0,NA,3,2,3,3,3,"8","4",5,5,8,10,0,7,0,0,1,2,2,4,3,3,3,6,2,5,4,9,3,5,5,0,1,2,NA,1,NA,NA,-66,NA,NA,2,2,-66,NA,NA,NA,NA,NA,NA,NA,-66,NA,NA,NA,-66,3,2,4,3,1,0,1,1,1,2,0,0,-99,1,3,1,18705,3,4,0.277777777777778,17248,"19057 Schwerin",20.636523,0.0615321972817491,3.84162985941151
"15262",17912,1,41,1,"2",2,NA,2,2,NA,2,1,0,1,0,0,0,2,1,1,4,1,2,1,5,5,1,10,3,6,2,0,5,0,3,2,2,2,3,6,1,6,9,NA,6,5,5,"8","4",2,1,7,9,0,9,0,0,1,1,2,1,3,3,4,6,2,5,5,4,1,1,3,0,2,2,NA,2,NA,NA,-66,NA,NA,2,2,-66,NA,NA,NA,NA,NA,NA,NA,-66,NA,NA,NA,-66,3,1,2,3,2,1,1,1,1,2,1,1,2100,0,NA,1,18705,3,4,0.277777777777778,3674,"85134 Stammham",43.277032,0.105064928610072,6.52626859936402
"15263",17913,1,70,1,"9",2,NA,1,99,NA,1,NA,NA,NA,NA,NA,NA,2,1,1,5,2,1,1,3,2,1,9,3,3,1,0,8,0,4,1,2,2,1,3,1,3,3,2,2,0,0,"8","4",10,10,7,9,9,8,0,-3,2,1,1,1,3,1,2,5,1,0,0,10,6,2,0,0,13,NA,NA,NA,NA,NA,-66,NA,NA,NA,NA,-66,NA,1,2,NA,2,NA,NA,-66,NA,NA,2,-66,3,2,1,2,0,-66,1,1,1,2,0,1,2100,0,NA,2,18705,3,4,0.277777777777778,20703,"26409 Wittmund",212.026253,0.202897353215246,12.5595384885807
"15264",17914,1,56,1,"10",2,NA,3,1,1,1,NA,NA,NA,NA,NA,NA,2,3,1,4,1,1,3,3,3,1,4,2,3,1,3,6,2,3,2,2,2,2,4,1,5,3,3,7,5,5,"4","8",10,10,5,10,1,1,1,-4,2,2,4,2,2,3,2,6,2,1,1,10,8,10,1,0,1,2,NA,2,NA,NA,-66,NA,NA,2,2,-66,NA,NA,NA,NA,NA,NA,NA,-66,NA,NA,NA,-66,3,2,2,1,-66,-66,1,1,1,2,0,1,1850,0,NA,1,18705,3,4,0.277777777777778,18507,"51645 Gummersbach",26.932236,0.0503851023968347,3.15419486847868
"15265",17915,1,36,1,"9",2,NA,2,2,NA,1,NA,NA,NA,NA,NA,NA,2,1,1,5,1,2,1,5,5,2,9,2,6,2,4,7,4,3,3,1,3,3,5,1,3,3,2,6,8,3,"4","8",10,10,8,3,0,10,0,4,3,1,4,1,2,4,2,6,1,2,1,10,0,8,0,0,1,2,NA,2,NA,NA,-66,NA,NA,2,1,15,NA,NA,NA,NA,NA,NA,NA,-66,NA,NA,NA,-66,5,5,0,1,-66,-66,1,1,1,2,0,1,1600,0,NA,2,18705,5,8,0.555555555555556,15156,"26121 Oldenburg (Oldenburg)",3.585157,0.0234301909179249,1.49190083407726
"15266",17916,1,50,1,"1",2,NA,1,2,NA,2,1,1,0,1,1,0,2,1,5,1,5,2,4,5,5,2,10,3,7,1,5,6,0,0,0,0,1,2,6,1,4,4,3,7,0,5,"4","7",0,0,7,10,0,5,0,-5,1,1,1,3,5,4,3,0,2,0,0,0,0,0,0,10,1,2,NA,2,NA,NA,-66,NA,NA,2,1,16,NA,NA,NA,NA,NA,NA,NA,-66,NA,NA,NA,-66,5,3,0,2,0,-66,1,1,1,2,0,1,4500,0,NA,1,18705,5,6,0.388888888888889,26010,"71384 Weinstadt",31.701736,0.0862377831090077,5.36520926234062
"15267",17917,1,53,1,"2",2,NA,2,2,NA,3,1,1,0,1,0,0,2,2,4,3,1,1,1,5,3,1,6,3,3,1,0,3,1,1,1,1,1,3,6,1,9,9,NA,5,3,5,"4","7",4,4,3,8,4,5,1,-5,1,1,2,2,2,2,3,1,2,3,3,4,3,2,3,0,13,NA,NA,NA,NA,NA,-66,NA,NA,NA,NA,-66,NA,1,2,NA,1,NA,NA,-66,NA,NA,2,-66,2,2,1,2,0,-66,1,1,1,2,0,0,-99,1,1,99,18705,2,2,0.222222222222222,6272,"92521 Schwarzenfeld",38.228327,0.130127041218726,8.07183480578458
"15268",17918,1,59,1,"10",2,NA,2,2,NA,1,NA,NA,NA,NA,NA,NA,2,1,2,3,1,2,2,3,2,1,10,3,4,1,5,5,1,1,1,2,3,3,6,0,NA,3,3,6,6,4,"4","7",10,10,2,0,3,5,0,0,2,2,2,2,2,2,2,6,1,3,2,9,0,0,0,0,13,NA,NA,NA,NA,NA,-66,NA,NA,NA,NA,-66,NA,1,1,1,NA,NA,NA,-66,NA,NA,1,1,2,7,2,1,-66,-66,1,1,1,2,1,1,1500,0,NA,1,18705,2,1,0.0555555555555556,28344,"58332 Schwelm",20.072183,0.051527191310331,3.22462684111366
"15269",17919,1,34,1,"2",2,NA,3,2,NA,3,1,0,0,0,1,0,2,2,3,2,1,1,1,5,5,1,1,3,6,2,0,3,1,1,1,0,2,2,3,1,9,9,NA,10,7,6,"4","7",2,2,2,10,0,10,0,-3,1,1,2,1,2,2,4,1,2,2,2,2,2,2,2,0,11,NA,NA,NA,NA,NA,-66,NA,NA,NA,NA,-66,NA,1,2,NA,2,NA,NA,-66,NA,NA,2,-66,5,5,3,5,3,3,1,1,1,2,0,1,2800,0,NA,1,18705,5,8,0.555555555555556,8892,"95233 Helmbrechts",58.705851,0.279508771664831,17.2841210180176
"15270",17920,1,45,1,"9",1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,2,1,1,1,2,1,2,7,3,4,2,0,5,2,2,2,2,2,3,6,1,1,1,3,4,4,5,"10","6",10,10,2,8,1,6,0,-4,2,3,2,2,2,2,2,3,2,8,4,6,0,6,4,0,2,2,NA,2,NA,NA,-66,NA,NA,2,2,-66,NA,NA,NA,NA,NA,NA,NA,-66,NA,NA,NA,-66,4,1,4,3,1,1,1,1,1,1,1,1,3500,0,NA,3,18705,4,6,0.388888888888889,18450,"38304 Wolfenbüttel",36.23765,0.0863836478990737,5.37420466084325
"15271",17921,1,33,1,"2",2,NA,3,2,NA,1,NA,NA,NA,NA,NA,NA,2,2,1,3,1,2,3,3,4,1,5,2,5,2,6,7,1,2,1,1,4,2,6,1,6,6,3,4,4,5,"4","7",6,9,5,9,0,7,0,0,1,1,2,2,2,3,2,1,2,3,3,5,0,0,8,0,11,NA,NA,NA,NA,NA,-66,NA,NA,NA,NA,-66,NA,1,2,NA,2,NA,NA,-66,NA,NA,2,-66,3,3,1,3,1,1,1,1,1,2,0,1,2500,0,NA,2,18705,3,4,0.277777777777778,2758,"94363 Oberschneiding",60.776164,0.22067856821037,13.6560958871805
"15272",17922,1,38,1,"7",2,NA,3,2,NA,2,0,0,0,1,0,0,2,1,3,3,1,2,2,2,3,1,5,2,4,1,8,5,1,3,1,2,4,2,6,1,3,8,3,7,5,2,"4","7",7,7,8,9,1,8,1,5,2,2,2,3,4,3,3,5,2,2,2,6,0,3,0,0,12,NA,NA,NA,NA,NA,-66,NA,NA,NA,NA,-66,1,1,2,NA,2,NA,NA,-66,NA,NA,2,-66,4,1,1,2,0,-66,1,1,1,2,1,1,1200,0,NA,2,18705,4,6,0.388888888888889,15644,"34454 Bad Arolsen",126.067977,0.255350802819136,15.7943128423582
"15273",17923,1,57,1,"11",2,NA,3,1,2,2,1,1,0,1,0,0,2,2,2,1,1,1,1,5,5,3,8,3,6,1,0,1,0,2,0,0,2,3,6,1,3,9,NA,4,4,3,"4","7",0,0,1,8,0,8,0,0,1,1,1,2,3,2,4,5,2,3,3,5,0,0,0,0,12,NA,NA,NA,NA,NA,-66,NA,NA,NA,NA,-66,2,1,1,2,NA,NA,NA,-66,NA,NA,2,-66,2,7,2,3,1,1,1,1,1,2,0,0,-99,1,2,2,18705,2,1,0.0555555555555556,2679,"56307 Dürrholz",14.441888,0.0747624207386521,4.65753020259814
"15274",17924,1,37,1,"10",2,NA,1,99,NA,1,NA,NA,NA,NA,NA,NA,2,1,1,3,1,2,3,4,2,2,7,2,4,1,5,4,1,2,1,2,2,3,6,0,NA,9,NA,5,5,3,"4","7",6,7,6,7,0,6,0,-1,2,1,3,2,3,3,2,1,2,5,5,5,5,5,5,0,12,NA,NA,NA,NA,NA,-66,NA,NA,NA,NA,-66,1,1,2,NA,1,NA,NA,-66,NA,NA,2,-66,3,2,0,1,-66,-66,1,1,1,2,0,0,-99,1,1,2,18705,3,4,0.277777777777778,27095,"51105 Köln",7.877705,0.0514665430766702,3.22088669909575
"15275",17925,1,55,1,"12",2,NA,2,99,NA,1,NA,NA,NA,NA,NA,NA,2,2,2,4,1,1,3,3,5,1,0,1,3,1,2,5,1,3,1,1,2,2,5,1,7,7,3,10,5,6,"4","7",10,10,5,10,0,10,0,0,1,1,4,1,1,4,1,5,2,5,5,5,5,0,0,0,1,2,NA,1,NA,NA,-66,NA,NA,2,2,-66,NA,NA,NA,NA,NA,NA,NA,-66,NA,NA,NA,-66,3,1,1,2,0,-66,1,1,1,2,0,1,1200,0,NA,1,18705,3,4,0.277777777777778,15368,"66701 Beckingen",51.688745,0.196314754283072,12.1535933626109
"15276",17926,1,29,1,"3",2,NA,1,2,NA,1,NA,NA,NA,NA,NA,NA,2,1,2,4,1,1,3,1,1,1,10,3,7,2,0,10,4,4,4,4,4,1,6,1,1,1,1,9,5,1,"4","7",10,10,3,10,0,10,0,-5,1,1,1,1,1,1,1,1,1,10,10,7,7,7,8,0,1,2,NA,2,NA,NA,-66,NA,NA,2,1,8,NA,NA,NA,NA,NA,NA,NA,-66,NA,NA,NA,-66,2,2,0,2,0,-66,1,1,1,2,1,1,2400,0,NA,1,18705,2,2,0.222222222222222,20238,"13585 Berlin Spandau",2.684633,0.0998965839222634,6.20753972692839
"15277",17927,1,42,1,"9",2,NA,2,1,2,1,NA,NA,NA,NA,NA,NA,2,1,1,5,1,1,1,3,3,1,7,3,3,1,5,5,3,4,3,3,3,2,3,1,3,3,2,5,9,5,"4","7",10,10,8,10,1,10,0,0,1,1,3,1,2,3,2,6,2,1,1,10,7,7,2,0,13,NA,NA,NA,NA,NA,-66,NA,NA,NA,NA,-66,NA,1,2,NA,2,NA,NA,-66,NA,NA,1,1,4,2,1,3,1,0,1,1,1,2,0,1,4000,0,NA,2,18705,4,6,0.388888888888889,5613,"21720 Grünendeich",25.991007,0.111313565879474,6.91161849985219
"15278",17928,1,36,1,"11",2,NA,4,2,NA,2,1,0,0,0,0,0,2,2,1,2,1,1,2,2,1,1,0,2,5,1,5,3,2,3,2,1,2,3,5,1,9,9,NA,2,3,8,"4","7",10,10,3,10,1,10,4,5,1,2,1,1,1,1,1,6,2,0,0,0,0,0,0,0,12,NA,NA,NA,NA,NA,-66,NA,NA,NA,NA,-66,2,2,NA,NA,NA,NA,NA,-66,NA,NA,NA,-66,2,2,3,5,3,2,3,NA,2,NA,0,1,2500,0,NA,2,18705,2,2,0.222222222222222,9158,"54441 Ayl, Trassem u.a.",88.596426,0.27696658131834,17.1273455876627
"15279",17929,1,67,2,"8",2,NA,3,2,NA,1,NA,NA,NA,NA,NA,NA,2,1,1,3,2,2,2,2,2,1,8,3,3,2,3,1,2,1,3,1,2,1,9,1,3,3,3,8,3,0,"4","7",8,6,1,8,2,8,2,-3,3,2,3,2,3,4,2,5,1,3,7,8,6,1,4,9,13,NA,NA,NA,NA,NA,-66,NA,NA,NA,NA,-66,NA,1,1,3,NA,NA,NA,-66,NA,NA,2,-66,3,2,0,1,-66,-66,1,1,1,1,0,1,1100,0,NA,1,18705,3,4,0.277777777777778,10282,"18356 Barth",66.656797,0.405145385936599,25.0320594436272
"15280",17930,1,63,2,"15",2,NA,3,2,NA,2,1,1,1,1,0,0,2,2,1,5,1,2,1,2,3,4,5,3,5,2,7,3,4,3,3,2,2,1,6,1,6,3,1,5,10,0,"4","7",0,0,4,8,0,9,0,5,2,1,2,1,2,3,3,1,2,2,4,10,7,8,9,0,2,2,NA,2,NA,NA,-66,NA,NA,2,2,-66,NA,NA,NA,NA,NA,NA,NA,-66,NA,NA,NA,-66,2,2,0,1,-66,-66,1,1,1,2,0,1,1500,0,NA,2,18705,2,2,0.222222222222222,12517,"23769 Fehmarn",181.894136,0.540493046336008,33.3788725514411
"15281",17931,1,41,1,"6",2,NA,2,2,NA,1,NA,NA,NA,NA,NA,NA,2,2,1,3,1,2,3,3,3,1,5,2,5,2,3,5,3,4,3,3,4,2,4,1,1,9,NA,7,5,8,"4","7",10,10,5,7,0,8,0,1,3,2,4,2,3,4,3,4,2,7,3,6,5,5,4,0,1,2,NA,2,NA,NA,-66,NA,NA,2,1,3,NA,NA,NA,NA,NA,NA,NA,-66,NA,NA,NA,-66,4,2,2,3,2,2,1,1,1,2,0,1,2900,0,NA,2,18705,4,6,0.388888888888889,16727,"22527 Hamburg",4.642213,0.0759338097028845,4.72976909266946
"15282",17932,1,71,2,"1",2,NA,1,1,2,1,NA,NA,NA,NA,NA,NA,2,1,1,4,1,1,2,3,4,1,5,3,4,1,2,4,1,3,2,1,2,1,6,1,1,1,3,4,5,5,"4","7",7,9,4,7,0,5,5,0,2,1,4,2,3,3,2,5,2,5,9,7,5,5,0,0,13,NA,NA,NA,NA,NA,-66,NA,NA,NA,NA,-66,NA,1,2,NA,2,NA,NA,-66,NA,NA,1,15,5,2,1,1,-66,-66,1,1,1,2,0,1,2000,0,NA,2,18705,5,6,0.388888888888889,11001,"71701 Schwieberdingen",14.629814,0.110950373363356,6.88922062429784
"15283",17934,1,62,2,"9",2,NA,4,2,NA,3,1,0,1,1,0,0,2,1,1,3,1,1,1,5,1,1,10,2,4,2,0,1,4,2,3,2,2,2,11,1,3,1,2,10,10,1,"4","7",1,1,5,10,0,10,0,-5,1,1,1,1,1,1,3,1,2,10,0,10,0,0,0,0,12,NA,NA,NA,NA,NA,-66,NA,NA,NA,NA,-66,2,1,1,2,NA,NA,NA,-66,NA,NA,1,4,2,7,0,1,-66,-66,1,1,1,2,1,1,500,0,NA,99,18705,2,1,0.0555555555555556,9846,"30169 Hannover",2.996558,0.105259218906746,6.53825037127059
"15284",17935,1,66,1,"2",2,NA,3,1,2,1,NA,NA,NA,NA,NA,NA,2,2,5,4,1,1,1,5,5,1,9,3,1,1,0,4,1,3,1,2,3,1,5,1,1,9,NA,4,4,3,"4","7",6,10,6,10,0,9,0,-5,1,1,2,3,2,3,2,6,2,3,6,2,6,0,8,0,13,NA,NA,NA,NA,NA,-66,NA,NA,NA,NA,-66,NA,1,2,NA,3,NA,NA,-66,NA,NA,1,15,6,4,2,2,0,-66,1,1,1,1,0,1,1950,0,NA,2,18705,6,NA,NA,7733,"89423 Gundelfingen a.d. Donau",53.933842,0.184852158808554,11.4467016300613
"15285",17936,1,54,1,"9",2,NA,1,2,NA,2,1,1,0,0,0,0,2,2,4,3,2,2,1,1,4,1,2,3,5,1,1,6,3,3,3,3,3,3,2,0,NA,5,3,8,5,5,"4","7",1,1,8,9,0,9,0,0,1,2,2,3,3,3,4,1,2,5,5,4,6,7,3,0,1,1,2,NA,NA,NA,-66,NA,NA,2,2,-66,NA,NA,NA,NA,NA,NA,NA,-66,NA,NA,NA,-66,3,2,2,1,-66,-66,1,1,1,2,0,1,1350,0,NA,99,18705,3,4,0.277777777777778,27512,"26160 Bad Zwischenahn",129.775799,0.0489742666255815,3.0671894302338
